STABBR,UGDS_WHITE_2011,UGDS_BLACK_2011,UGDS_HISP_2011,UGDS_ASIAN_2011,UGDS_AIAN_2011,UGDS_WHITE_2014,UGDS_BLACK_2014,UGDS_HISP_2014,UGDS_ASIAN_2014,UGDS_AIAN_2014,UGDS_WHITE_2018,UGDS_BLACK_2018,UGDS_HISP_2018,UGDS_ASIAN_2018,UGDS_AIAN_2018,WHITE_change_14_18,WHITE_change_11_18,WHITE_change_11_14,BLACK_change_14_18,BLACK_change_11_18,BLACK_change_11_14,HISP_change_14_18,HISP_change_11_18,HISP_change_11_14,ASIAN_change_14_18,ASIAN_change_11_18,ASIAN_change_11_14,AIAN_change_14_18,AIAN_change_11_18,AIAN_change_11_14
MA,0.8114666666666667,0.07636666666666668,0.03816666666666667,0.010133333333333333,0.0166,0.7302333333333334,0.12253333333333334,0.08290000000000002,0.011633333333333334,0.0021,0.6448,0.19366666666666668,0.07913333333333333,0.012866666666666667,0.0028,-0.08543333333333336,-0.16666666666666663,-0.08123333333333327,0.07113333333333334,0.1173,0.04616666666666666,-0.003766666666666682,0.040966666666666665,0.04473333333333335,0.0012333333333333328,0.002733333333333334,0.0015000000000000013,0.0007000000000000001,-0.0138,-0.0145
MD,0.49909999999999993,0.35980000000000006,0.022033333333333335,0.018266666666666667,0.0023333333333333335,0.4858,0.37220000000000003,0.035866666666666665,0.02173333333333333,0.0032666666666666664,0.46503333333333335,0.3297666666666667,0.04833333333333333,0.019,0.0024000000000000002,-0.020766666666666656,-0.03406666666666658,-0.013299999999999923,-0.04243333333333332,-0.030033333333333356,0.012399999999999967,0.012466666666666668,0.026299999999999997,0.01383333333333333,-0.0027333333333333307,0.0007333333333333324,0.003466666666666663,-0.0008666666666666662,6.66666666666667e-05,0.0009333333333333329
ME,0.8302666666666667,0.012566666666666665,0.009766666666666667,0.006466666666666667,0.0086,0.8830666666666667,0.026533333333333336,0.017733333333333334,0.009533333333333333,0.011766666666666667,0.7999666666666667,0.04126666666666667,0.026999999999999996,0.0078000000000000005,0.011866666666666666,-0.08309999999999995,-0.030299999999999994,0.05279999999999996,0.014733333333333331,0.028700000000000003,0.01396666666666667,0.009266666666666663,0.01723333333333333,0.007966666666666667,-0.0017333333333333324,0.001333333333333334,0.0030666666666666663,9.99999999999994e-05,0.003266666666666666,0.0031666666666666666
MH,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0027,0.0,-0.0028,-0.001,0.0018
MI,0.8118333333333334,0.02666666666666667,0.012566666666666665,0.007633333333333335,0.011733333333333333,0.8737333333333334,0.0341,0.0199,0.007633333333333333,0.017666666666666667,0.8582000000000001,0.040766666666666666,0.029933333333333336,0.009266666666666666,0.019066666666666666,-0.015533333333333288,0.04636666666666667,0.061899999999999955,0.006666666666666668,0.014099999999999998,0.00743333333333333,0.010033333333333335,0.01736666666666667,0.007333333333333336,0.001633333333333333,0.0016333333333333313,-1.734723475976807e-18,0.0013999999999999985,0.007333333333333332,0.005933333333333334
MN,0.8464333333333333,0.053266666666666664,0.03526666666666666,0.0199,0.004233333333333334,0.8289333333333332,0.05653333333333333,0.0405,0.028133333333333333,0.005,0.7842666666666668,0.07553333333333334,0.0525,0.03266666666666667,0.004333333333333334,-0.04466666666666641,-0.06216666666666648,-0.01750000000000007,0.01900000000000001,0.022266666666666678,0.0032666666666666677,0.011999999999999997,0.017233333333333337,0.00523333333333334,0.004533333333333337,0.01276666666666667,0.008233333333333332,-0.0006666666666666661,0.00010000000000000026,0.0007666666666666664
MO,0.8671333333333333,0.06906666666666667,0.010666666666666666,0.0026666666666666666,0.0012666666666666666,0.8838333333333334,0.07286666666666668,0.011766666666666667,0.0030000000000000005,0.0028,0.8607333333333332,0.08800000000000001,0.0189,0.0026999999999999997,0.0022333333333333333,-0.02310000000000012,-0.006400000000000072,0.016700000000000048,0.015133333333333332,0.018933333333333344,0.0038000000000000117,0.0071333333333333335,0.008233333333333334,0.0011000000000000003,-0.0003000000000000008,3.333333333333313e-05,0.0003333333333333339,-0.0005666666666666667,0.0009666666666666667,0.0015333333333333334
MP,0.0117,0.0029,0.0039,0.2432,0.001,0.0116,0.0018,0.0036,0.2866,0.0018,0.0102,0.0034,0.0043,0.4,0.0,-0.0013999999999999985,-0.0014999999999999996,-0.00010000000000000113,0.0015999999999999999,0.0005,-0.0010999999999999998,0.0007000000000000001,0.0004000000000000002,-0.0002999999999999999,0.1134,0.15680000000000002,0.04340000000000002,-0.0018,-0.001,0.0007999999999999999
MS,0.19213333333333335,0.7698666666666667,0.005766666666666667,0.0005,0.0009000000000000001,0.18986666666666666,0.7847666666666667,0.006033333333333332,0.0019333333333333331,0.0007000000000000001,0.1995,0.7579333333333333,0.007633333333333333,0.0014,0.0026666666666666666,0.009633333333333355,0.00736666666666666,-0.0022666666666666946,-0.026833333333333376,-0.011933333333333351,0.014900000000000024,0.0016000000000000007,0.0018666666666666658,0.00026666666666666505,-0.0005333333333333331,0.0009,0.0014333333333333331,0.0019666666666666665,0.0017666666666666664,-0.00019999999999999998
MT,0.5837333333333333,0.021933333333333332,0.014133333333333333,0.0032999999999999995,0.33866666666666667,0.5640000000000001,0.017,0.02426666666666667,0.0101,0.3456666666666666,0.5450666666666667,0.03286666666666666,0.016900000000000002,0.0032333333333333333,0.33896666666666664,-0.018933333333333358,-0.03866666666666663,-0.01973333333333327,0.01586666666666666,0.01093333333333333,-0.004933333333333331,-0.007366666666666667,0.002766666666666669,0.010133333333333336,-0.006866666666666667,-6.666666666666626e-05,0.0068000000000000005,-0.006699999999999984,0.00029999999999996696,0.006999999999999951
NC,0.7309333333333333,0.15796666666666667,0.04226666666666667,0.009133333333333334,0.0039000000000000003,0.7172999999999999,0.13363333333333333,0.0613,0.011133333333333334,0.0036999999999999997,0.6960333333333333,0.13493333333333332,0.08389999999999999,0.015366666666666667,0.0030666666666666668,-0.021266666666666656,-0.03490000000000004,-0.013633333333333386,0.0012999999999999956,-0.02303333333333335,-0.024333333333333346,0.022599999999999988,0.04163333333333332,0.019033333333333333,0.004233333333333334,0.006233333333333334,0.002,-0.000633333333333333,-0.0008333333333333335,-0.00020000000000000052
ND,0.5441333333333334,0.014333333333333332,0.03043333333333333,0.0045,0.2920333333333333,0.5642999999999999,0.026166666666666668,0.029099999999999997,0.003766666666666667,0.32243333333333335,0.5592666666666667,0.030033333333333332,0.05659999999999999,0.004533333333333334,0.2895666666666667,-0.005033333333333223,0.015133333333333332,0.020166666666666555,0.003866666666666664,0.0157,0.011833333333333336,0.027499999999999993,0.02616666666666666,-0.0013333333333333322,0.0007666666666666668,3.3333333333334e-05,-0.0007333333333333328,-0.032866666666666655,-0.002466666666666617,0.030400000000000038
NE,0.8027666666666667,0.02086666666666667,0.07990000000000001,0.007266666666666667,0.006700000000000001,0.7684666666666667,0.026900000000000004,0.11756666666666667,0.0061,0.0067666666666666665,0.7436666666666666,0.029766666666666667,0.1597,0.008633333333333333,0.006633333333333334,-0.024800000000000155,-0.05910000000000015,-0.0343,0.002866666666666663,0.008899999999999998,0.006033333333333335,0.04213333333333334,0.0798,0.037666666666666654,0.0025333333333333328,0.0013666666666666662,-0.0011666666666666665,-0.00013333333333333253,-6.666666666666713e-05,6.66666666666654e-05
NH,0.8416666666666668,0.011566666666666664,0.027666666666666662,0.015833333333333335,0.002133333333333333,0.83085,0.0109,0.03165,0.0166,0.0023499999999999997,0.8348500000000001,0.0139,0.0385,0.0195,0.00175,0.004000000000000115,-0.006816666666666693,-0.010816666666666808,0.002999999999999999,0.002333333333333335,-0.0006666666666666644,0.006850000000000002,0.010833333333333337,0.003983333333333335,0.0029,0.0036666666666666653,0.0007666666666666655,-0.0005999999999999996,-0.00038333333333333297,0.00021666666666666666
NJ,0.5088,0.1034,0.1754,0.058499999999999996,0.003166666666666666,0.4822333333333333,0.10793333333333333,0.1898,0.06036666666666666,0.0036666666666666666,0.4683,0.10416666666666667,0.2294666666666667,0.06513333333333333,0.0035666666666666663,-0.013933333333333298,-0.040500000000000036,-0.02656666666666674,-0.0037666666666666543,0.0007666666666666655,0.00453333333333332,0.03966666666666671,0.05406666666666671,0.014399999999999996,0.004766666666666676,0.006633333333333338,0.0018666666666666623,-0.00010000000000000026,0.0004000000000000002,0.0005000000000000004
NM,0.1777,0.019633333333333332,0.37906666666666666,0.008033333333333333,0.36250000000000004,0.15606666666666666,0.017133333333333334,0.4061333333333333,0.009300000000000001,0.35789999999999994,0.14223333333333332,0.0166,0.4278,0.010666666666666666,0.3469,-0.013833333333333336,-0.035466666666666674,-0.021633333333333338,-0.0005333333333333336,-0.0030333333333333323,-0.0024999999999999988,0.021666666666666723,0.04873333333333335,0.027066666666666628,0.0013666666666666653,0.002633333333333333,0.0012666666666666677,-0.010999999999999954,-0.015600000000000058,-0.004600000000000104
