STABBR,UGDS_WHITE_2011,UGDS_BLACK_2011,UGDS_HISP_2011,UGDS_ASIAN_2011,UGDS_AIAN_2011,UGDS_WHITE_2014,UGDS_BLACK_2014,UGDS_HISP_2014,UGDS_ASIAN_2014,UGDS_AIAN_2014,UGDS_WHITE_2018,UGDS_BLACK_2018,UGDS_HISP_2018,UGDS_ASIAN_2018,UGDS_AIAN_2018,WHITE_change_14_18,WHITE_change_11_18,WHITE_change_11_14,BLACK_change_14_18,BLACK_change_11_18,BLACK_change_11_14,HISP_change_14_18,HISP_change_11_18,HISP_change_11_14,ASIAN_change_14_18,ASIAN_change_11_18,ASIAN_change_11_14,AIAN_change_14_18,AIAN_change_11_18,AIAN_change_11_14
SD,0.9592,0.0054,0.0095,0.0041,0.0218,0.8916,0.0019,0.0149,0.005,0.018000000000000002,0.91,0.0085,0.0208,0.0107,0.0245,0.018400000000000083,-0.04920000000000002,-0.0676000000000001,0.006600000000000001,0.0031000000000000003,-0.0035000000000000005,0.005899999999999999,0.0113,0.0054,0.005699999999999999,0.006599999999999999,0.0008999999999999998,0.006499999999999999,0.002700000000000001,-0.003799999999999998
TN,0.6789,0.1846,0.0255,0.0088,0.0035,0.737,0.1707,0.036000000000000004,0.0133,0.0038,0.7442,0.1315,0.0608,0.0152,0.0018,0.007199999999999984,0.06530000000000002,0.05810000000000004,-0.039199999999999985,-0.05309999999999998,-0.013899999999999996,0.024799999999999996,0.0353,0.010500000000000006,0.0019000000000000006,0.0063999999999999994,0.004499999999999999,-0.002,-0.0017000000000000001,0.0002999999999999999
TX,0.5793,0.0905,0.2704,0.0373,0.0057,0.5126,0.1034,0.3093,0.05,0.0064,0.4564,0.1121,0.3553,0.0409,0.0076,-0.05619999999999997,-0.12290000000000006,-0.06670000000000009,0.0087,0.021600000000000008,0.012900000000000009,0.045999999999999985,0.08490000000000003,0.038900000000000046,-0.009100000000000004,0.003599999999999999,0.012700000000000003,0.0011999999999999997,0.0018999999999999998,0.0007000000000000001
UT,0.6303,0.0094,0.0475,0.0117,0.1931,0.6888,0.0248,0.1612,0.0405,0.0104,0.6409999999999999,0.0268,0.2145,0.039,0.0091,-0.047800000000000065,0.010699999999999932,0.058499999999999996,0.0020000000000000018,0.0174,0.015399999999999999,0.053299999999999986,0.16699999999999998,0.11370000000000001,-0.0015000000000000013,0.027299999999999998,0.0288,-0.001299999999999999,-0.184,-0.1827
VA,0.8240000000000001,0.067,0.0539,0.012,0.0042,0.7916,0.0665,0.0814,0.0189,0.0048,0.7365,0.0567,0.1246,0.0181,0.0034,-0.05509999999999993,-0.08750000000000002,-0.032400000000000095,-0.009800000000000003,-0.010300000000000004,-0.0005000000000000004,0.0432,0.0707,0.027499999999999997,-0.0007999999999999986,0.006100000000000001,0.0069,-0.0013999999999999998,-0.0007999999999999999,0.0005999999999999998
VT,0.855,0.0256,0.0235,0.0132,0.0101,0.8351,0.0183,0.0274,0.0119,0.0079,0.8095,0.0278,0.0319,0.0147,0.0073,-0.025599999999999956,-0.045499999999999985,-0.01990000000000003,0.009499999999999998,0.002199999999999997,-0.007300000000000001,0.004499999999999997,0.008399999999999998,0.0039000000000000007,0.0027999999999999987,0.0014999999999999996,-0.001299999999999999,-0.0006000000000000007,-0.0027999999999999995,-0.002199999999999999
WA,0.74,0.0331,0.0855,0.0376,0.0331,0.7072,0.0124,0.0884,0.0193,0.0124,0.4988,0.0043,0.3948,0.0221,0.0031,-0.20840000000000003,-0.24119999999999997,-0.03279999999999994,-0.0081,-0.0288,-0.020699999999999996,0.3064,0.30929999999999996,0.0029,0.0028000000000000004,-0.0155,-0.0183,-0.0093,-0.03,-0.020699999999999996
WI,0.7159,0.0696,0.0641,0.0055,0.0043,0.7628,0.0728,0.0967,0.0089,0.0061,0.7376,0.0662,0.1386,0.0131,0.0045,-0.0252,0.021700000000000053,0.04690000000000005,-0.006600000000000009,-0.0034000000000000002,0.0032000000000000084,0.04190000000000001,0.0745,0.03259999999999999,0.004200000000000001,0.007600000000000001,0.0034000000000000002,-0.0016000000000000007,0.00019999999999999966,0.0018000000000000004
WV,0.9591,0.0145,0.0021,0.0021,0.0016,0.9233,0.0107,0.0012,0.003,0.0,0.9814,0.0119,0.0,0.0015,0.0007,0.05810000000000004,0.022300000000000098,-0.03579999999999994,0.0012000000000000014,-0.0026,-0.0038000000000000013,-0.0012,-0.0021,-0.0009,-0.0015,-0.0005999999999999998,0.0009000000000000002,0.0007,-0.0009000000000000001,-0.0016
WY,0.8926,0.0152,0.0436,0.005,0.0102,0.8689,0.0147,0.0523,0.0073,0.0037,0.8155,0.0133,0.0895,0.0064,0.0124,-0.0534,-0.07709999999999995,-0.023699999999999943,-0.0014000000000000002,-0.0019000000000000006,-0.0005000000000000004,0.0372,0.045899999999999996,0.0087,-0.0008999999999999998,0.0014000000000000002,0.0023,0.0087,0.002199999999999999,-0.006500000000000001
